,ID,style,clothing_categories,mix_clothing_categories,하의_기장,하의_색상,하의_카테고리,하의_소재,하의_프린트,하의_핏,상의_색상,상의_서브색상,상의_카테고리,상의_옷깃,상의_디테일,상의_소매기장,상의_소재,상의_프린트,상의_핏,아우터_기장,아우터_색상,아우터_카테고리,아우터_디테일,아우터_소매기장,아우터_소재,아우터_프린트,아우터_넥라인,아우터_핏,상의_기장,하의_서브색상,하의_디테일,상의_넥라인,원피스_색상,원피스_서브색상,원피스_소매기장,아우터_옷깃,아우터_서브색상,원피스_기장,원피스_카테고리,원피스_디테일,원피스_소재,원피스_프린트,원피스_넥라인,원피스_핏,원피스_옷깃
113,1035336,히피,"하의, 상의",3,,핑크,,,,,화이트,,블라우스,,['자수'],긴팔,['우븐'],,오버사이즈,,,,,,,,,,롱,,,라운드넥,,,,,,,,,,,,,
114,1035337,히피,"하의, 상의",3,미디,핑크,팬츠,['우븐'],['무지'],노멀,화이트,,블라우스,,['자수'],긴팔,['우븐'],,오버사이즈,,,,,,,,,,롱,,,라운드넥,,,,,,,,,,,,,
115,1035338,히피,"하의, 상의",3,미디,핑크,팬츠,['우븐'],['무지'],노멀,화이트,,블라우스,,['자수'],긴팔,['우븐'],,오버사이즈,,,,,,,,,,롱,,,라운드넥,,,,,,,,,,,,,
116,1035339,히피,"하의, 상의",3,,핑크,,,,,화이트,,블라우스,,['자수'],긴팔,['우븐'],,오버사이즈,,,,,,,,,,롱,,,라운드넥,,,,,,,,,,,,,
117,1035342,히피,"하의, 상의",3,미디,핑크,팬츠,['우븐'],['무지'],노멀,화이트,,블라우스,,['자수'],긴팔,['우븐'],,오버사이즈,,,,,,,,,,롱,,,라운드넥,,,,,,,,,,,,,
118,1035343,히피,"하의, 상의",3,,핑크,,,,,화이트,,블라우스,,['자수'],긴팔,['우븐'],,오버사이즈,,,,,,,,,,롱,,,라운드넥,,,,,,,,,,,,,
119,1035344,히피,"하의, 상의",3,,핑크,,,,,화이트,,블라우스,,['자수'],긴팔,['우븐'],,오버사이즈,,,,,,,,,,롱,,,라운드넥,,,,,,,,,,,,,
120,1035345,히피,"하의, 상의",3,미디,핑크,팬츠,['우븐'],['무지'],노멀,화이트,,블라우스,,['자수'],긴팔,['우븐'],,오버사이즈,,,,,,,,,,롱,,,라운드넥,,,,,,,,,,,,,
121,104026,히피,"하의, 상의",3,발목,블루,청바지,['데님'],['무지'],스키니,그레이,화이트,셔츠,셔츠칼라,,7부소매,['우븐'],['페이즐리'],루즈,,,,,,,,,,롱,,['디스트로이드'],,,,,,,,,,,,,,
122,104032,히피,"하의, 상의",3,발목,블루,청바지,['데님'],['무지'],스키니,그레이,화이트,셔츠,셔츠칼라,,긴팔,['우븐'],['페이즐리'],루즈,,,,,,,,,,롱,,['디스트로이드'],,,,,,,,,,,,,,
123,104088,히피,"하의, 상의",3,발목,블루,청바지,['데님'],['무지'],스키니,브라운,핑크,블라우스,,"['리본', '셔링']",긴팔,"['시폰', '우븐']","['플로럴', '그래픽']",루즈,,,,,,,,,,롱,,,라운드넥,,,,,,,,,,,,,
124,1054591,히피,"아우터, 원피스",6,,,,,,,,,,,,,,,,롱,,가디건,,,['우븐'],['그래픽'],,오버사이즈,,,,,네이비,화이트,반팔,,,,,,,,,,
125,1054592,히피,"아우터, 원피스",6,,,,,,,,,,,,,,,,롱,,가디건,,,['우븐'],['그래픽'],,오버사이즈,,,,,네이비,화이트,반팔,,,,,,,,,,
126,1067136,히피,"하의, 상의",3,니렝스,화이트,스커트,['레이스'],,노멀,스카이블루,화이트,니트웨어,,,긴팔,['니트'],['지그재그'],루즈,,,,,,,,,,롱,,['레이스'],라운드넥,,,,,,,,,,,,,
127,1067139,히피,"하의, 상의",3,,그레이,,,,,베이지,레드,니트웨어,,,긴팔,['니트'],['지그재그'],루즈,,,,,,,,,,롱,,,라운드넥,,,,,,,,,,,,,
128,1070534,히피,"하의, 상의",3,미니,블랙,스커트,['린넨'],['무지'],루즈,카키,,탑,,['스트링'],긴팔,['니트'],['무지'],루즈,,,,,,,,,,노멀,그레이,['플레어'],브이넥,,,,,,,,,,,,,
129,1083745,히피,"하의, 상의",3,미니,레드,팬츠,['우븐'],['페이즐리'],노멀,화이트,,티셔츠,,,반팔,['저지'],['무지'],루즈,,,,,,,,,,,화이트,,라운드넥,,,,,,,,,,,,,
130,1083746,히피,"하의, 상의",3,미니,레드,팬츠,['우븐'],['페이즐리'],노멀,화이트,,티셔츠,,,반팔,['저지'],['무지'],루즈,,,,,,,,,,,화이트,,라운드넥,,,,,,,,,,,,,
131,1083747,히피,"하의, 상의",3,미니,레드,팬츠,['우븐'],['페이즐리'],노멀,화이트,,티셔츠,,,반팔,['저지'],['무지'],루즈,,,,,,,,,,,화이트,,,,,,,,,,,,,,,
132,1083749,히피,"하의, 상의",3,미니,레드,팬츠,['우븐'],['페이즐리'],노멀,화이트,,티셔츠,,,반팔,['저지'],['무지'],루즈,,,,,,,,,,,화이트,,라운드넥,,,,,,,,,,,,,
133,1083750,히피,"하의, 상의",3,미니,레드,팬츠,['우븐'],['페이즐리'],노멀,화이트,,티셔츠,,,반팔,['저지'],['무지'],루즈,,,,,,,,,,,화이트,,라운드넥,,,,,,,,,,,,,
134,1083751,히피,"하의, 상의",3,미니,레드,팬츠,['우븐'],['페이즐리'],노멀,화이트,,티셔츠,,,반팔,['저지'],['무지'],루즈,,,,,,,,,,,화이트,,라운드넥,,,,,,,,,,,,,
135,1083752,히피,"하의, 상의",3,미니,레드,팬츠,['우븐'],['페이즐리'],노멀,화이트,,티셔츠,,,반팔,['저지'],['무지'],루즈,,,,,,,,,,,화이트,,라운드넥,,,,,,,,,,,,,
136,1085917,히피,"하의, 상의",3,발목,그린,팬츠,['우븐'],['페이즐리'],와이드,화이트,그린,티셔츠,,['드롭숄더'],반팔,['우븐'],,루즈,,,,,,,,,,롱,화이트,,라운드넥,,,,,,,,,,,,,
137,1085918,히피,"하의, 상의",3,발목,그린,팬츠,['우븐'],['페이즐리'],와이드,화이트,,티셔츠,,['드롭숄더'],반팔,['우븐'],,루즈,,,,,,,,,,롱,화이트,,라운드넥,,,,,,,,,,,,,
138,1085921,히피,"하의, 상의",3,발목,그린,팬츠,['우븐'],['페이즐리'],와이드,화이트,그린,티셔츠,,['드롭숄더'],반팔,['우븐'],,루즈,,,,,,,,,,롱,화이트,,라운드넥,,,,,,,,,,,,,
139,1085922,히피,"하의, 상의",3,발목,그린,팬츠,['우븐'],['페이즐리'],와이드,화이트,그린,티셔츠,,['드롭숄더'],반팔,['우븐'],,루즈,,,,,,,,,,롱,화이트,,라운드넥,,,,,,,,,,,,,
140,1085924,히피,"하의, 상의",3,발목,그린,팬츠,['우븐'],['페이즐리'],와이드,화이트,그린,티셔츠,,['드롭숄더'],반팔,['우븐'],,루즈,,,,,,,,,,롱,화이트,,라운드넥,,,,,,,,,,,,,
141,1086512,히피,"하의, 상의",3,니렝스,네이비,팬츠,['시폰'],['페이즐리'],노멀,화이트,,셔츠,셔츠칼라,['포켓'],긴팔,['시폰'],['무지'],루즈,,,,,,,,,,,화이트,['플리츠'],,,,,,,,,,,,,,
142,1086513,히피,"하의, 상의",3,니렝스,네이비,팬츠,['시폰'],['페이즐리'],노멀,화이트,,셔츠,셔츠칼라,['포켓'],긴팔,['시폰'],['무지'],루즈,,,,,,,,,,,화이트,['플리츠'],,,,,,,,,,,,,,
143,1086514,히피,"하의, 상의",3,니렝스,네이비,팬츠,['시폰'],['페이즐리'],노멀,화이트,,셔츠,셔츠칼라,['포켓'],긴팔,['시폰'],['무지'],루즈,,,,,,,,,,,화이트,['플리츠'],,,,,,,,,,,,,,
144,1086515,히피,"하의, 상의",3,니렝스,네이비,팬츠,['시폰'],['페이즐리'],노멀,화이트,,셔츠,셔츠칼라,['포켓'],긴팔,['시폰'],['무지'],루즈,,,,,,,,,,,화이트,['플리츠'],,,,,,,,,,,,,,
145,1086519,히피,"하의, 상의",3,니렝스,네이비,팬츠,['시폰'],['페이즐리'],노멀,화이트,,셔츠,셔츠칼라,['포켓'],긴팔,['시폰'],['무지'],루즈,,,,,,,,,,,스카이블루,['플리츠'],,,,,,,,,,,,,,
146,1086520,히피,"하의, 상의",3,니렝스,네이비,팬츠,['시폰'],['페이즐리'],노멀,화이트,,블라우스,셔츠칼라,"['포켓', '셔링']",긴팔,['우븐'],,루즈,,,,,,,,,,,스카이블루,['플리츠'],,,,,,,,,,,,,,
147,1086521,히피,"하의, 상의",3,니렝스,네이비,팬츠,['시폰'],['페이즐리'],노멀,화이트,,블라우스,셔츠칼라,"['포켓', '셔링']",긴팔,['우븐'],,루즈,,,,,,,,,,,스카이블루,['플리츠'],,,,,,,,,,,,,,
148,1087735,히피,"하의, 상의",3,미니,베이지,팬츠,['우븐'],['그래픽'],와이드,화이트,,,,,반팔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,1087736,히피,"하의, 상의",3,미니,베이지,팬츠,['우븐'],['그래픽'],와이드,화이트,,블라우스,,['셔링'],반팔,['우븐'],,노멀,,,,,,,,,,노멀,,,,,,,,,,,,,,,,
150,1087737,히피,"하의, 상의",3,미니,베이지,팬츠,['우븐'],['그래픽'],와이드,화이트,,,,,반팔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,1087738,히피,"하의, 상의",3,미니,베이지,팬츠,['우븐'],['그래픽'],와이드,화이트,,블라우스,,['셔링'],반팔,['우븐'],,노멀,,,,,,,,,,노멀,,,라운드넥,,,,,,,,,,,,,
152,1087739,히피,"하의, 상의",3,미니,베이지,팬츠,['우븐'],['그래픽'],와이드,화이트,,블라우스,,['셔링'],반팔,['우븐'],,노멀,,,,,,,,,,노멀,,,라운드넥,,,,,,,,,,,,,
153,1087740,히피,"하의, 상의",3,미니,베이지,팬츠,['우븐'],['그래픽'],와이드,화이트,,블라우스,,['셔링'],반팔,['우븐'],,노멀,,,,,,,,,,노멀,,,라운드넥,,,,,,,,,,,,,
154,1087741,히피,"하의, 상의",3,미니,베이지,팬츠,['우븐'],['그래픽'],와이드,화이트,,,,,반팔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,1087742,히피,"하의, 상의",3,미니,베이지,팬츠,['우븐'],['그래픽'],와이드,화이트,,블라우스,,['셔링'],반팔,['우븐'],,노멀,,,,,,,,,,노멀,,,라운드넥,,,,,,,,,,,,,
156,1088652,히피,"하의, 상의",3,맥시,베이지,팬츠,['시폰'],['타이다이'],와이드,그레이,스카이블루,티셔츠,,"['드롭숄더', '롤업']",반팔,['저지'],['레터링'],오버사이즈,,,,,,,,,,롱,블랙,,,,,,,,,,,,,,,
157,1088653,히피,"하의, 상의",3,맥시,베이지,팬츠,['시폰'],['타이다이'],와이드,그레이,스카이블루,티셔츠,,"['드롭숄더', '롤업']",반팔,['저지'],['레터링'],오버사이즈,,,,,,,,,,롱,블랙,['스트링'],,,,,,,,,,,,,,
158,1088654,히피,"하의, 상의",3,맥시,베이지,팬츠,['시폰'],['타이다이'],와이드,블랙,,티셔츠,,,반팔,['저지'],['무지'],타이트,,,,,,,,,,크롭,블랙,,스퀘어넥,,,,,,,,,,,,,
159,1088655,히피,"하의, 상의",3,맥시,베이지,팬츠,['시폰'],['타이다이'],와이드,블랙,,티셔츠,,,반팔,['저지'],['무지'],타이트,,,,,,,,,,크롭,블랙,,스퀘어넥,,,,,,,,,,,,,
160,1088656,히피,"하의, 상의",3,맥시,베이지,팬츠,['시폰'],['타이다이'],와이드,그레이,,티셔츠,,"['드롭숄더', '롤업']",반팔,['저지'],['무지'],오버사이즈,,,,,,,,,,롱,블랙,,라운드넥,,,,,,,,,,,,,
161,1093505,히피,"하의, 상의",3,발목,네이비,팬츠,['저지'],['무지'],노멀,와인,베이지,티셔츠,,['드롭숄더'],긴팔,['저지'],"['믹스', '그래픽']",루즈,,,,,,,,,,롱,,,유넥,,,,,,,,,,,,,
162,1093506,히피,"하의, 상의",3,발목,네이비,팬츠,['저지'],['무지'],노멀,와인,베이지,티셔츠,,['드롭숄더'],긴팔,['저지'],"['믹스', '그래픽']",루즈,,,,,,,,,,롱,,,유넥,,,,,,,,,,,,,
163,1093507,히피,"하의, 상의",3,발목,네이비,팬츠,['저지'],['무지'],노멀,와인,베이지,티셔츠,,['드롭숄더'],긴팔,['저지'],"['믹스', '그래픽']",루즈,,,,,,,,,,롱,,,유넥,,,,,,,,,,,,,
164,1093508,히피,"하의, 상의",3,발목,네이비,팬츠,['저지'],['무지'],노멀,와인,베이지,티셔츠,,['드롭숄더'],긴팔,['저지'],"['믹스', '그래픽']",루즈,,,,,,,,,,롱,,,유넥,,,,,,,,,,,,,
165,1093509,히피,"하의, 상의",3,발목,네이비,팬츠,['저지'],['무지'],노멀,와인,베이지,티셔츠,,['드롭숄더'],긴팔,['저지'],"['믹스', '그래픽']",루즈,,,,,,,,,,롱,,,유넥,,,,,,,,,,,,,
166,1093511,히피,"하의, 상의",3,발목,네이비,팬츠,['저지'],['무지'],노멀,와인,베이지,티셔츠,,['드롭숄더'],긴팔,['저지'],"['믹스', '그래픽']",루즈,,,,,,,,,,롱,,,유넥,,,,,,,,,,,,,
167,1093514,히피,"하의, 상의",3,발목,네이비,팬츠,['저지'],['무지'],노멀,와인,베이지,티셔츠,,['드롭숄더'],긴팔,['저지'],"['믹스', '그래픽']",루즈,,,,,,,,,,롱,,,유넥,,,,,,,,,,,,,
168,1093515,히피,"하의, 상의",3,발목,네이비,팬츠,['저지'],['무지'],노멀,와인,베이지,티셔츠,,['드롭숄더'],긴팔,['저지'],"['믹스', '그래픽']",루즈,,,,,,,,,,롱,,,유넥,,,,,,,,,,,,,
169,1120829,히피,"하의, 상의",3,발목,화이트,팬츠,['우븐'],['무지'],스키니,핑크,베이지,블라우스,,,반팔,['시폰'],['페이즐리'],루즈,,,,,,,,,,롱,,,라운드넥,,,,,,,,,,,,,
170,1120830,히피,"하의, 상의",3,발목,화이트,팬츠,['우븐'],['무지'],스키니,핑크,베이지,블라우스,,,반팔,['시폰'],['페이즐리'],루즈,,,,,,,,,,롱,,,라운드넥,,,,,,,,,,,,,
171,1120835,히피,"하의, 상의",3,발목,화이트,팬츠,['우븐'],['무지'],스키니,핑크,베이지,블라우스,,,반팔,['시폰'],['페이즐리'],루즈,,,,,,,,,,롱,,,라운드넥,,,,,,,,,,,,,
172,1123653,히피,"하의, 상의",3,,블랙,,,,,블랙,화이트,블라우스,,"['레이스', '띠']",긴팔,['우븐'],['무지'],노멀,,,,,,,,,,노멀,,,브이넥,,,,,,,,,,,,,
173,1123654,히피,"하의, 상의",3,,블랙,,,,,블랙,화이트,블라우스,,"['레이스', '띠']",긴팔,['우븐'],['무지'],노멀,,,,,,,,,,노멀,,,브이넥,,,,,,,,,,,,,
174,1123655,히피,"하의, 상의",3,,블랙,,,,,블랙,화이트,블라우스,,"['레이스', '띠']",긴팔,['우븐'],['무지'],노멀,,,,,,,,,,노멀,,,브이넥,,,,,,,,,,,,,
175,1123656,히피,"하의, 상의",3,,블랙,,,,,화이트,,블라우스,,"['레이스', '띠']",긴팔,['우븐'],['무지'],노멀,,,,,,,,,,노멀,,,브이넥,,,,,,,,,,,,,
176,1123657,히피,"하의, 상의",3,,블랙,,,,,화이트,,블라우스,,"['레이스', '띠']",긴팔,['우븐'],['무지'],노멀,,,,,,,,,,노멀,,,브이넥,,,,,,,,,,,,,
177,1124262,히피,"하의, 상의",3,,화이트,,,,,블랙,화이트,블라우스,,"['단추', '레이스']",7부소매,['시폰'],['플로럴'],루즈,,,,,,,,,,롱,,,브이넥,,,,,,,,,,,,,
178,1124265,히피,"하의, 상의",3,,화이트,,,,,블랙,화이트,블라우스,,"['단추', '레이스']",7부소매,['시폰'],['플로럴'],루즈,,,,,,,,,,롱,,,브이넥,,,,,,,,,,,,,
179,1125176,히피,"하의, 상의",3,발목,화이트,팬츠,['데님'],['무지'],스키니,네이비,화이트,블라우스,,,7부소매,['우븐'],['믹스'],루즈,,,,,,,,,,롱,,,브이넥,,,,,,,,,,,,,
180,1125178,히피,"하의, 상의",3,발목,화이트,팬츠,['데님'],['무지'],스키니,네이비,화이트,블라우스,,,7부소매,['우븐'],['믹스'],루즈,,,,,,,,,,롱,,,브이넥,,,,,,,,,,,,,
181,1125179,히피,"하의, 상의",3,발목,화이트,팬츠,['데님'],['무지'],스키니,네이비,화이트,블라우스,,,7부소매,['우븐'],['믹스'],루즈,,,,,,,,,,롱,,,,,,,,,,,,,,,,
182,1125181,히피,"하의, 상의",3,발목,화이트,팬츠,['데님'],['무지'],스키니,네이비,화이트,블라우스,,,7부소매,['우븐'],['믹스'],루즈,,,,,,,,,,롱,,,브이넥,,,,,,,,,,,,,
183,1125182,히피,"하의, 상의",3,발목,화이트,팬츠,['데님'],['무지'],스키니,네이비,화이트,블라우스,,,7부소매,['우븐'],['믹스'],루즈,,,,,,,,,,롱,,,브이넥,,,,,,,,,,,,,
184,1125183,히피,"하의, 상의",3,발목,화이트,팬츠,['데님'],['무지'],스키니,네이비,화이트,블라우스,,,7부소매,['우븐'],['믹스'],루즈,,,,,,,,,,롱,,,브이넥,,,,,,,,,,,,,
185,1125186,히피,"하의, 상의",3,발목,화이트,팬츠,['데님'],['무지'],스키니,네이비,화이트,블라우스,,,7부소매,['우븐'],['믹스'],루즈,,,,,,,,,,롱,,,,,,,,,,,,,,,,
186,1125187,히피,"하의, 상의",3,발목,화이트,팬츠,['데님'],['무지'],스키니,네이비,화이트,블라우스,,,7부소매,['우븐'],['믹스'],루즈,,,,,,,,,,롱,,,브이넥,,,,,,,,,,,,,
187,1126009,히피,"하의, 상의",3,발목,블루,청바지,['데님'],['무지'],스키니,화이트,핑크,블라우스,,"['프릴', '비대칭']",7부소매,['우븐'],['페이즐리'],루즈,,,,,,,,,,노멀,,['디스트로이드'],라운드넥,,,,,,,,,,,,,
188,1126010,히피,"하의, 상의",3,발목,블루,청바지,['데님'],['무지'],스키니,화이트,핑크,블라우스,,"['프릴', '비대칭']",7부소매,['우븐'],['페이즐리'],루즈,,,,,,,,,,노멀,,['디스트로이드'],,,,,,,,,,,,,,
189,1126011,히피,"하의, 상의",3,발목,블루,청바지,['데님'],['무지'],스키니,화이트,핑크,블라우스,,"['프릴', '비대칭']",7부소매,['우븐'],['페이즐리'],루즈,,,,,,,,,,노멀,,['디스트로이드'],라운드넥,,,,,,,,,,,,,
190,1126012,히피,"하의, 상의",3,발목,블루,청바지,['데님'],['무지'],스키니,화이트,핑크,블라우스,,"['프릴', '비대칭']",7부소매,['우븐'],['페이즐리'],루즈,,,,,,,,,,노멀,,['디스트로이드'],라운드넥,,,,,,,,,,,,,
191,1126013,히피,"하의, 상의",3,발목,블루,청바지,['데님'],['무지'],스키니,화이트,핑크,블라우스,,"['프릴', '비대칭']",7부소매,['우븐'],['페이즐리'],루즈,,,,,,,,,,노멀,,['디스트로이드'],,,,,,,,,,,,,,
192,1129185,히피,"아우터, 하의",4,,블랙,래깅스,['스판덱스'],['무지'],스키니,,,,,,,,,,하프,실버,코트,['플레어'],7부소매,"['퍼', '우븐']",['무지'],,오버사이즈,,,,,,,,밴드칼라,,,,,,,,,
193,1129186,히피,"아우터, 하의, 상의",10,,네이비,래깅스,['스판덱스'],['무지'],스키니,블랙,,,,,없음,,,,하프,실버,코트,['플레어'],7부소매,"['퍼', '우븐']",['무지'],,오버사이즈,,,,,,,,밴드칼라,,,,,,,,,
194,1129187,히피,"아우터, 하의, 상의",10,,네이비,래깅스,['스판덱스'],['무지'],스키니,블랙,,,,,없음,,,,하프,실버,코트,['플레어'],7부소매,"['퍼', '우븐']",['무지'],,오버사이즈,,,,,,,,밴드칼라,,,,,,,,,
195,1129188,히피,"아우터, 하의, 상의",10,,네이비,래깅스,['스판덱스'],['무지'],스키니,블랙,,,,,없음,,,,하프,실버,코트,['플레어'],7부소매,"['퍼', '우븐']",['무지'],,오버사이즈,,,,,,,,밴드칼라,,,,,,,,,
196,1129189,히피,"아우터, 하의, 상의",10,,네이비,래깅스,['스판덱스'],['무지'],스키니,블랙,,,,,없음,,,,하프,실버,코트,['플레어'],7부소매,"['퍼', '우븐']",['무지'],,오버사이즈,,,,,,,,밴드칼라,,,,,,,,,
197,1129190,히피,"아우터, 하의, 상의",10,,네이비,래깅스,['스판덱스'],['무지'],스키니,블랙,,,,,없음,,,,하프,실버,코트,['플레어'],7부소매,"['퍼', '우븐']",['무지'],,오버사이즈,,,,,,,,밴드칼라,,,,,,,,,
198,1129191,히피,"아우터, 하의, 상의",10,,네이비,래깅스,['스판덱스'],['무지'],스키니,블랙,,,,,없음,,,,하프,실버,코트,['플레어'],7부소매,"['퍼', '우븐']",['무지'],,오버사이즈,,,,,,,,밴드칼라,,,,,,,,,
199,1129192,히피,"아우터, 하의, 상의",10,,네이비,래깅스,['스판덱스'],['무지'],스키니,블랙,,,,,없음,,,,하프,실버,코트,['플레어'],7부소매,"['퍼', '우븐']",['무지'],,오버사이즈,,,,,,,,밴드칼라,,,,,,,,,
200,1142625,히피,"아우터, 하의, 상의",10,발목,스카이블루,청바지,['데님'],['무지'],스키니,화이트,네이비,티셔츠,,,반팔,['우븐'],['무지'],노멀,노말,,베스트,['단추'],,['우븐'],['페이즐리'],,노멀,,,,라운드넥,,,,,,,,,,,,,
201,1142626,히피,"아우터, 하의, 상의",10,발목,,청바지,['데님'],['무지'],스키니,화이트,,티셔츠,,,반팔,['우븐'],['무지'],노멀,노말,네이비,베스트,['단추'],민소매,['우븐'],['페이즐리'],,노멀,,,,라운드넥,,,,,그레이,,,,,,,,
202,1142627,히피,"아우터, 하의, 상의",10,발목,스카이블루,청바지,['데님'],['무지'],스키니,화이트,,티셔츠,,,반팔,['우븐'],['무지'],노멀,노말,네이비,베스트,['단추'],민소매,['우븐'],['페이즐리'],,노멀,,,,라운드넥,,,,,그레이,,,,,,,,
203,1142628,히피,"아우터, 하의, 상의",10,발목,,청바지,['데님'],['무지'],스키니,화이트,,티셔츠,,,반팔,['우븐'],['무지'],노멀,노말,네이비,베스트,['단추'],민소매,['우븐'],['페이즐리'],,노멀,,,,라운드넥,,,,,그레이,,,,,,,,
204,1142629,히피,"아우터, 하의, 상의",10,발목,,청바지,['데님'],['무지'],스키니,화이트,,티셔츠,,,반팔,['우븐'],['무지'],노멀,노말,네이비,베스트,['단추'],민소매,['우븐'],['페이즐리'],,노멀,,,,라운드넥,,,,,그레이,,,,,,,,
205,1142632,히피,"아우터, 하의, 상의",10,발목,,청바지,['데님'],['무지'],스키니,화이트,네이비,티셔츠,,,반팔,['우븐'],['무지'],노멀,노말,,베스트,['단추'],,['우븐'],['페이즐리'],,노멀,,,,라운드넥,,,,,,,,,,,,,
206,1142633,히피,"아우터, 하의, 상의",10,발목,,청바지,['데님'],['무지'],스키니,화이트,네이비,티셔츠,,,반팔,['우븐'],['무지'],노멀,노말,,베스트,['단추'],,['우븐'],['페이즐리'],,노멀,,,,라운드넥,,,,,,,,,,,,,
