,ID,style,clothing_categories,mix_clothing_categories,하의_기장,하의_색상,하의_서브색상,하의_카테고리,하의_소재,하의_프린트,하의_핏,상의_색상,상의_서브색상,상의_카테고리,상의_디테일,상의_소매기장,상의_소재,상의_프린트,상의_넥라인,상의_핏,하의_디테일,원피스_색상,원피스_서브색상,원피스_소매기장,상의_기장,아우터_기장,아우터_색상,아우터_서브색상,아우터_카테고리,아우터_디테일,아우터_소매기장,아우터_소재,아우터_프린트,아우터_넥라인,아우터_핏,아우터_옷깃,상의_옷깃,원피스_기장,원피스_카테고리,원피스_디테일,원피스_소재,원피스_프린트,원피스_넥라인,원피스_핏,원피스_옷깃
109,1098687,키치,"하의, 상의",3,,블루,,,,,,블랙,베이지,블라우스,,긴팔,"['저지', '우븐']",['무지'],브이넥,노멀,,,,,,,,,,,,,,,,,셔츠칼라,,,,,,,,
110,1098688,키치,"하의, 상의",3,,블루,,,,,,블랙,베이지,블라우스,,긴팔,"['저지', '우븐']",['무지'],브이넥,노멀,,,,,,,,,,,,,,,,,셔츠칼라,,,,,,,,
111,1098689,키치,"하의, 상의",3,,블루,,,,,,블랙,베이지,블라우스,,긴팔,"['저지', '우븐']",['무지'],브이넥,노멀,,,,,,,,,,,,,,,,,셔츠칼라,,,,,,,,
112,1098690,키치,"하의, 상의",3,,블루,,,,,,블랙,베이지,블라우스,,긴팔,"['저지', '우븐']",['무지'],브이넥,노멀,,,,,,,,,,,,,,,,,셔츠칼라,,,,,,,,
113,1098691,키치,"하의, 상의",3,,블루,,,,,,블랙,베이지,블라우스,,긴팔,"['저지', '우븐']",['무지'],브이넥,노멀,,,,,,,,,,,,,,,,,셔츠칼라,,,,,,,,
114,1098692,키치,"하의, 상의",3,,블루,,,,,,블랙,베이지,블라우스,,긴팔,"['저지', '우븐']",['무지'],브이넥,노멀,,,,,,,,,,,,,,,,,셔츠칼라,,,,,,,,
115,1098712,키치,"하의, 상의",3,,블루,,,,,,블랙,베이지,블라우스,,긴팔,"['저지', '우븐']",['무지'],브이넥,노멀,,,,,,,,,,,,,,,,,셔츠칼라,,,,,,,,
116,1098736,키치,"하의, 상의",3,,블루,,,,,,블랙,베이지,블라우스,,긴팔,"['저지', '우븐']",['무지'],브이넥,노멀,,,,,,,,,,,,,,,,,셔츠칼라,,,,,,,,
117,1098737,키치,"하의, 상의",3,,블루,,,,,,블랙,베이지,블라우스,,긴팔,"['저지', '우븐']",['무지'],브이넥,노멀,,,,,,,,,,,,,,,,,셔츠칼라,,,,,,,,
118,1098738,키치,"하의, 상의",3,,블루,,,,,,블랙,베이지,블라우스,,긴팔,"['저지', '우븐']",['무지'],브이넥,노멀,,,,,,,,,,,,,,,,,셔츠칼라,,,,,,,,
119,1098739,키치,"하의, 상의",3,,블루,,,,,,블랙,베이지,블라우스,,긴팔,"['저지', '우븐']",['무지'],브이넥,노멀,,,,,,,,,,,,,,,,,셔츠칼라,,,,,,,,
120,113051,키치,"하의, 상의",3,미니,블랙,,스커트,['저지'],['그래픽'],노멀,블랙,,후드티,"['스트링', '포켓']",긴팔,['저지'],['그래픽'],후드,노멀,['스트링'],,,,,,,,,,,,,,,,,,,,,,,,
121,113052,키치,"하의, 원피스, 상의",9,미니,블랙,,스커트,['저지'],['그래픽'],노멀,블랙,,후드티,"['스트링', '포켓']",긴팔,['저지'],['그래픽'],후드,노멀,['스트링'],블랙,,긴팔,,,,,,,,,,,,,,,,,,,,,
122,113053,키치,"하의, 상의",3,미니,블랙,,스커트,['저지'],['그래픽'],노멀,블랙,,후드티,"['스트링', '포켓']",긴팔,['저지'],['그래픽'],후드,노멀,['스트링'],,,,,,,,,,,,,,,,,,,,,,,,
123,113054,키치,"하의, 상의",3,미니,블랙,,스커트,['저지'],['그래픽'],노멀,블랙,,후드티,"['스트링', '포켓']",긴팔,['저지'],['그래픽'],후드,노멀,['스트링'],,,,,,,,,,,,,,,,,,,,,,,,
124,113055,키치,"하의, 상의",3,미니,블랙,,스커트,['저지'],['그래픽'],노멀,블랙,,후드티,"['스트링', '포켓']",긴팔,['저지'],['그래픽'],후드,노멀,['스트링'],,,,,,,,,,,,,,,,,,,,,,,,
125,113056,키치,"하의, 상의",3,미니,블랙,,스커트,['저지'],['그래픽'],노멀,블랙,,후드티,"['스트링', '포켓']",긴팔,['저지'],['그래픽'],후드,노멀,['스트링'],,,,,,,,,,,,,,,,,,,,,,,,
126,113057,키치,"하의, 상의",3,미니,블랙,,스커트,['저지'],['그래픽'],노멀,블랙,,후드티,"['스트링', '포켓']",긴팔,['저지'],['그래픽'],후드,노멀,['스트링'],,,,,,,,,,,,,,,,,,,,,,,,
127,113060,키치,"아우터, 하의, 원피스, 상의",11,미니,블랙,,스커트,['저지'],['그래픽'],노멀,블랙,,후드티,"['스트링', '포켓']",긴팔,['저지'],['그래픽'],후드,노멀,['스트링'],블랙,,긴팔,,,블랙,,,,긴팔,,,,,,,,,,,,,,
128,113061,키치,"하의, 원피스, 상의",9,미니,블랙,,스커트,['저지'],['그래픽'],노멀,블랙,,후드티,"['스트링', '포켓']",긴팔,['저지'],['그래픽'],후드,노멀,['스트링'],블랙,,긴팔,,,,,,,,,,,,,,,,,,,,,
129,113062,키치,"하의, 상의",3,미니,블랙,,스커트,['저지'],['그래픽'],노멀,블랙,,,,긴팔,,,,,['스트링'],,,,,,,,,,,,,,,,,,,,,,,,
130,113064,키치,"하의, 상의",3,미니,블랙,,스커트,['우븐'],['그래픽'],노멀,블랙,,후드티,"['스트링', '포켓']",긴팔,['우븐'],['그래픽'],후드,노멀,['스트링'],,,,,,,,,,,,,,,,,,,,,,,,
131,1130933,키치,"아우터, 하의, 상의",10,발목,블루,,청바지,['데님'],,노멀,화이트,,,,없음,,,,,,,,,,롱,핑크,브라운,코트,['띠'],긴팔,,['호피'],,루즈,테일러드칼라,,,,,,,,,
132,1130934,키치,"아우터, 하의, 상의",10,발목,블루,,청바지,['데님'],,노멀,화이트,,,,없음,,,,,,,,,,롱,핑크,브라운,코트,['띠'],긴팔,,['호피'],,루즈,테일러드칼라,,,,,,,,,
133,1130935,키치,"아우터, 하의, 상의",10,발목,블루,,청바지,['데님'],,노멀,화이트,,,,없음,,,,,,,,,,롱,핑크,브라운,코트,['띠'],긴팔,,['호피'],,루즈,테일러드칼라,,,,,,,,,
134,1130936,키치,"아우터, 하의, 상의",10,발목,블루,,청바지,['데님'],,노멀,화이트,,,,없음,,,,,,,,,,롱,핑크,브라운,코트,['띠'],긴팔,,['호피'],,루즈,테일러드칼라,,,,,,,,,
135,1130937,키치,"아우터, 하의, 상의",10,발목,블루,,청바지,['데님'],,노멀,화이트,,,,없음,,,,,,,,,,롱,핑크,브라운,코트,['띠'],긴팔,,['호피'],,루즈,테일러드칼라,,,,,,,,,
136,1130938,키치,"아우터, 하의, 상의",10,발목,블루,,청바지,['데님'],,노멀,화이트,,,,없음,,,,,,,,,,롱,핑크,브라운,코트,['띠'],긴팔,,['호피'],,루즈,테일러드칼라,,,,,,,,,
137,1130939,키치,"아우터, 하의, 상의",10,,블루,,,,,,화이트,,,,없음,,,,,,,,,,롱,핑크,브라운,코트,['띠'],긴팔,,['호피'],,루즈,테일러드칼라,,,,,,,,,
138,1130940,키치,"아우터, 하의, 상의",10,발목,블루,,청바지,['데님'],,노멀,화이트,,니트웨어,,없음,['니트'],,라운드넥,노멀,,,,,,롱,핑크,브라운,코트,['띠'],긴팔,,['호피'],,루즈,테일러드칼라,,,,,,,,,
139,1138995,키치,"하의, 상의",3,미니,블루,,팬츠,['우븐'],['무지'],루즈,블루,,브라탑,['셔링'],민소매,['우븐'],['무지'],,노멀,['셔링'],,,,크롭,,,,,,,,,,,,,,,,,,,,
140,1138996,키치,"하의, 상의",3,미니,블루,,팬츠,['우븐'],['무지'],루즈,블루,,브라탑,['셔링'],민소매,['우븐'],['무지'],,노멀,['셔링'],,,,크롭,,,,,,,,,,,,,,,,,,,,
141,1138999,키치,"아우터, 하의, 상의",10,미니,블루,,팬츠,['우븐'],['무지'],루즈,블루,,브라탑,['셔링'],민소매,['우븐'],['무지'],,노멀,['셔링'],,,,크롭,크롭,화이트,,가디건,['드롭숄더'],긴팔,['린넨'],['무지'],,루즈,셔츠칼라,,,,,,,,,
142,1139000,키치,"하의, 상의",3,미니,블루,,팬츠,['우븐'],['무지'],루즈,블루,,브라탑,['셔링'],민소매,['우븐'],['무지'],,노멀,['셔링'],,,,크롭,,,,,,,,,,,,,,,,,,,,
143,1139001,키치,"아우터, 하의, 상의",10,미니,블루,,팬츠,['우븐'],['무지'],루즈,블루,,브라탑,['셔링'],민소매,['우븐'],['무지'],,노멀,['셔링'],,,,크롭,크롭,화이트,,가디건,['드롭숄더'],긴팔,['린넨'],['무지'],,루즈,셔츠칼라,,,,,,,,,
144,1139002,키치,"하의, 상의",3,미니,블루,,팬츠,['우븐'],['무지'],루즈,블루,,브라탑,['셔링'],민소매,['우븐'],['무지'],,노멀,['셔링'],,,,크롭,,,,,,,,,,,,,,,,,,,,
145,1139004,키치,"아우터, 하의, 상의",10,미니,블루,,팬츠,['우븐'],['무지'],루즈,블루,,브라탑,['셔링'],민소매,['우븐'],['무지'],,노멀,['셔링'],,,,크롭,크롭,화이트,,가디건,['드롭숄더'],긴팔,['린넨'],['무지'],,루즈,셔츠칼라,,,,,,,,,
146,1139005,키치,"하의, 상의",3,미니,블루,,팬츠,['우븐'],['무지'],루즈,블루,,브라탑,['셔링'],민소매,['우븐'],['무지'],,노멀,['셔링'],,,,크롭,,,,,,,,,,,,,,,,,,,,
147,1139006,키치,"하의, 상의",3,미니,블루,,팬츠,['우븐'],['무지'],루즈,블루,,브라탑,['셔링'],민소매,['우븐'],['무지'],,노멀,['셔링'],,,,크롭,,,,,,,,,,,,,,,,,,,,
148,1139801,키치,"하의, 상의",3,미디,레드,,스커트,['저지'],['무지'],노멀,레드,블랙,티셔츠,,7부소매,['저지'],['그래픽'],라운드넥,루즈,,,,,노멀,,,,,,,,,,,,,,,,,,,,
149,1139805,키치,"하의, 상의",3,미디,레드,블랙,스커트,['저지'],['무지'],노멀,레드,,티셔츠,,긴팔,['저지'],['그래픽'],라운드넥,루즈,,,,,노멀,,,,,,,,,,,,,,,,,,,,
150,1139807,키치,"하의, 상의",3,미디,레드,,스커트,['저지'],['무지'],노멀,레드,블랙,티셔츠,,긴팔,['저지'],['그래픽'],라운드넥,루즈,,,,,노멀,,,,,,,,,,,,,,,,,,,,
151,1154194,키치,"하의, 상의",3,발목,블루,,청바지,['데님'],['무지'],와이드,화이트,레드,블라우스,"['리본', '셔링']",긴팔,['우븐'],['그래픽'],라운드넥,노멀,['롤업'],,,,노멀,,,,,,,,,,,,,,,,,,,,
152,1154195,키치,"하의, 상의",3,발목,네이비,,청바지,['데님'],['무지'],와이드,화이트,레드,블라우스,"['리본', '셔링']",긴팔,['우븐'],['그래픽'],라운드넥,노멀,['롤업'],,,,노멀,,,,,,,,,,,,,,,,,,,,
153,1154197,키치,"하의, 상의",3,발목,네이비,,청바지,['데님'],['무지'],와이드,화이트,레드,블라우스,"['리본', '셔링']",긴팔,['우븐'],['그래픽'],라운드넥,노멀,['롤업'],,,,노멀,,,,,,,,,,,,,,,,,,,,
154,1154198,키치,"하의, 상의",3,발목,네이비,,청바지,['데님'],['무지'],와이드,화이트,레드,블라우스,"['리본', '셔링']",긴팔,['우븐'],['그래픽'],라운드넥,노멀,['롤업'],,,,노멀,,,,,,,,,,,,,,,,,,,,
155,1154236,키치,"하의, 상의",3,발목,네이비,,청바지,['데님'],['무지'],벨보텀,네이비,오렌지,블라우스,['퍼프'],긴팔,['시폰'],['그래픽'],,루즈,,,,,,,,,,,,,,,,,셔츠칼라,,,,,,,,
156,1154237,키치,"하의, 상의",3,발목,네이비,,청바지,['데님'],['무지'],벨보텀,네이비,오렌지,블라우스,['퍼프'],긴팔,['시폰'],['그래픽'],,루즈,,,,,,,,,,,,,,,,,셔츠칼라,,,,,,,,
157,1154238,키치,"하의, 상의",3,발목,네이비,,청바지,['데님'],['무지'],벨보텀,네이비,오렌지,블라우스,['퍼프'],긴팔,['시폰'],['그래픽'],,루즈,,,,,,,,,,,,,,,,,셔츠칼라,,,,,,,,
158,1154239,키치,"하의, 상의",3,발목,네이비,,청바지,['데님'],['무지'],벨보텀,네이비,오렌지,블라우스,['퍼프'],긴팔,['시폰'],['그래픽'],,루즈,,,,,,,,,,,,,,,,,셔츠칼라,,,,,,,,
159,1154243,키치,"하의, 상의",3,발목,네이비,,청바지,['데님'],['무지'],벨보텀,네이비,오렌지,블라우스,['퍼프'],긴팔,['시폰'],['그래픽'],,루즈,,,,,,,,,,,,,,,,,셔츠칼라,,,,,,,,
160,1155619,키치,"하의, 상의",3,미니,퍼플,화이트,스커트,['니트'],['체크'],노멀,실버,,블라우스,['리본'],긴팔,['시폰'],['무지'],오프숄더,루즈,['슬릿'],,,,,,,,,,,,,,,,,,,,,,,,
161,1155620,키치,"하의, 상의",3,미니,베이지,퍼플,스커트,['니트'],['체크'],노멀,퍼플,,블라우스,['리본'],긴팔,['시폰'],['무지'],오프숄더,루즈,['슬릿'],,,,롱,,,,,,,,,,,,,,,,,,,,
162,1155621,키치,"하의, 상의",3,미니,화이트,블랙,스커트,['니트'],['체크'],노멀,화이트,,블라우스,['리본'],긴팔,['시폰'],['무지'],오프숄더,루즈,['슬릿'],,,,,,,,,,,,,,,,,,,,,,,,
163,1155624,키치,"하의, 상의",3,미니,레드,화이트,스커트,['니트'],['체크'],노멀,레드,,블라우스,,긴팔,['저지'],['무지'],오프숄더,루즈,,,,,크롭,,,,,,,,,,,,,,,,,,,,
164,1155625,키치,"하의, 상의",3,미니,레드,화이트,스커트,['니트'],['체크'],노멀,레드,,블라우스,,긴팔,['저지'],['무지'],오프숄더,루즈,,,,,크롭,,,,,,,,,,,,,,,,,,,,
165,1155869,키치,"아우터, 하의",4,미니,레드,,스커트,['우븐'],['무지'],노멀,,,,,,,,,,,,,,,하프,핑크,,가디건,['니트꽈베기'],긴팔,['니트'],['무지'],,루즈,,,,,,,,,,
166,1155870,키치,"아우터, 하의",4,미니,레드,,스커트,['우븐'],['무지'],노멀,,,,,,,,,,,,,,,하프,핑크,,가디건,['니트꽈베기'],긴팔,['니트'],['무지'],,루즈,,,,,,,,,,
167,1155871,키치,"아우터, 하의",4,미니,레드,,스커트,['우븐'],['무지'],노멀,,,,,,,,,,,,,,,하프,핑크,,가디건,['니트꽈베기'],긴팔,['니트'],['무지'],,루즈,,,,,,,,,,
168,1155872,키치,"아우터, 하의",4,미니,화이트,,스커트,['우븐'],['무지'],노멀,,,,,,,,,,,,,,,하프,베이지,,가디건,['니트꽈베기'],긴팔,['니트'],['무지'],,루즈,,,,,,,,,,
169,1155873,키치,"아우터, 하의",4,미니,화이트,,스커트,['우븐'],['무지'],노멀,,,,,,,,,,,,,,,하프,베이지,,가디건,['니트꽈베기'],긴팔,['니트'],['무지'],,루즈,,,,,,,,,,
170,1155874,키치,"아우터, 하의",4,미니,레드,,스커트,['우븐'],['무지'],노멀,,,,,,,,,,,,,,,하프,핑크,,가디건,['니트꽈베기'],긴팔,['니트'],['무지'],,루즈,,,,,,,,,,
171,1160653,키치,"하의, 상의",3,미니,카키,,스커트,['우븐'],,노멀,오렌지,,니트웨어,,긴팔,"['우븐', '니트']",['무지'],터틀넥,타이트,"['단추', '러플']",,,,노멀,,,,,,,,,,,,,,,,,,,,
172,1160658,키치,"하의, 상의",3,미니,카키,,스커트,['우븐'],,노멀,오렌지,,니트웨어,,긴팔,"['우븐', '니트']",['무지'],터틀넥,타이트,"['단추', '러플']",,,,노멀,,,,,,,,,,,,,,,,,,,,
173,1160661,키치,"하의, 상의",3,미니,카키,,스커트,['우븐'],,노멀,오렌지,,니트웨어,,긴팔,"['우븐', '니트']",['무지'],터틀넥,타이트,"['단추', '러플']",,,,노멀,,,,,,,,,,,,,,,,,,,,
174,1160838,키치,"하의, 상의",3,미니,,,스커트,,['무지'],노멀,화이트,퍼플,니트웨어,['자수'],긴팔,"['우븐', '니트']",['무지'],라운드넥,노멀,,,,,크롭,,,,,,,,,,,,,,,,,,,,
175,1160839,키치,"하의, 상의",3,미니,퍼플,,스커트,,['무지'],노멀,화이트,퍼플,니트웨어,['자수'],긴팔,"['우븐', '니트']",['무지'],라운드넥,노멀,,,,,크롭,,,,,,,,,,,,,,,,,,,,
176,1160841,키치,"하의, 상의",3,미니,블랙,,스커트,,['무지'],노멀,화이트,퍼플,니트웨어,['자수'],긴팔,"['우븐', '니트']",['무지'],라운드넥,노멀,,,,,크롭,,,,,,,,,,,,,,,,,,,,
177,116150,키치,"하의, 상의",3,미니,핑크,,스커트,['우븐'],['무지'],스키니,화이트,핑크,탑,"['퍼프', '스팽글']",반팔,['저지'],['레터링'],라운드넥,,,,,,,,,,,,,,,,,,,,,,,,,,
178,116151,키치,"하의, 상의",3,미니,핑크,,스커트,['우븐'],['무지'],스키니,화이트,퍼플,탑,"['퍼프', '스팽글']",반팔,['저지'],['레터링'],라운드넥,,,,,,,,,,,,,,,,,,,,,,,,,,
179,116152,키치,"하의, 상의",3,미니,핑크,,스커트,['우븐'],['무지'],스키니,화이트,핑크,탑,"['퍼프', '스팽글']",반팔,['저지'],['레터링'],라운드넥,,,,,,,,,,,,,,,,,,,,,,,,,,
180,116156,키치,"하의, 상의",3,미니,핑크,,스커트,['우븐'],['무지'],스키니,화이트,,탑,['퍼프'],반팔,"['시폰', '저지']",,라운드넥,노멀,,,,,,,,,,,,,,,,,,,,,,,,,
181,116157,키치,"하의, 상의",3,발목,화이트,,팬츠,['우븐'],['무지'],스키니,화이트,블루,탑,"['퍼프', '스팽글']",반팔,"['시폰', '저지']",['레터링'],라운드넥,,,,,,,,,,,,,,,,,,,,,,,,,,
182,116165,키치,"하의, 상의",3,미니,화이트,,스커트,['우븐'],['무지'],노멀,그레이,옐로우,티셔츠,"['퍼프', '스팽글']",반팔,"['시폰', '저지']",['레터링'],라운드넥,노멀,['디스트로이드'],,,,,,,,,,,,,,,,,,,,,,,,
183,116166,키치,"하의, 상의",3,미니,화이트,,스커트,['우븐'],['무지'],노멀,그레이,옐로우,티셔츠,"['퍼프', '스팽글']",반팔,"['시폰', '저지']",['레터링'],라운드넥,노멀,['디스트로이드'],,,,,,,,,,,,,,,,,,,,,,,,
184,116167,키치,"하의, 상의",3,미니,화이트,,스커트,['우븐'],['무지'],노멀,그레이,옐로우,티셔츠,"['퍼프', '스팽글']",반팔,"['시폰', '저지']",['레터링'],라운드넥,노멀,['디스트로이드'],,,,,,,,,,,,,,,,,,,,,,,,
185,116170,키치,"하의, 상의",3,미니,화이트,,스커트,['우븐'],['무지'],노멀,그레이,옐로우,티셔츠,"['퍼프', '스팽글']",반팔,"['시폰', '저지']",['레터링'],라운드넥,노멀,['디스트로이드'],,,,,,,,,,,,,,,,,,,,,,,,
186,116171,키치,"하의, 상의",3,미니,화이트,,스커트,['우븐'],['무지'],노멀,그레이,옐로우,티셔츠,"['퍼프', '스팽글']",반팔,"['시폰', '저지']",['레터링'],라운드넥,노멀,['디스트로이드'],,,,,,,,,,,,,,,,,,,,,,,,
187,1165052,키치,"하의, 상의",3,,화이트,,,,,,네이비,,티셔츠,"['드롭숄더', '자수']",반팔,['시퀸/글리터'],,라운드넥,노멀,,,,,,,,,,,,,,,,,,,,,,,,,
188,1165053,키치,"하의, 상의",3,,화이트,,,,,,네이비,,티셔츠,"['드롭숄더', '자수']",반팔,['시퀸/글리터'],,라운드넥,노멀,,,,,,,,,,,,,,,,,,,,,,,,,
189,1165054,키치,"하의, 상의",3,,화이트,,,,,,네이비,,티셔츠,"['드롭숄더', '자수']",반팔,['시퀸/글리터'],,라운드넥,노멀,,,,,,,,,,,,,,,,,,,,,,,,,
190,1170658,키치,"아우터, 하의, 상의",10,,블랙,,,,,,화이트,,,,없음,,,,,,,,,,하프,그린,오렌지,가디건,"['자수', '포켓']",긴팔,['니트'],['무지'],,루즈,,,,,,,,,,
191,1170659,키치,"아우터, 하의, 상의",10,,블랙,,,,,,화이트,,셔츠,['포켓'],없음,['린넨'],['무지'],,노멀,,,,,노멀,하프,그린,오렌지,가디건,"['단추', '자수', '포켓']",긴팔,['니트'],['무지'],,루즈,,셔츠칼라,,,,,,,,
192,1170660,키치,"아우터, 하의, 상의",10,발목,블랙,,팬츠,['데님'],['무지'],스키니,화이트,,,,없음,,,,,['디스트로이드'],,,,,하프,그린,오렌지,가디건,"['자수', '포켓']",긴팔,['니트'],['무지'],,루즈,,,,,,,,,,
193,1170663,키치,"아우터, 하의, 상의",10,발목,블랙,,팬츠,['데님'],['무지'],스키니,화이트,,셔츠,,없음,['린넨'],['무지'],,노멀,['디스트로이드'],,,,노멀,하프,그린,오렌지,가디건,"['단추', '자수', '포켓']",긴팔,['니트'],['무지'],브이넥,루즈,,셔츠칼라,,,,,,,,
194,1170664,키치,"아우터, 하의, 상의",10,,브라운,,,,,,화이트,,,,없음,,,,,,,,,,하프,블랙,화이트,가디건,"['자수', '포켓', '단추']",긴팔,['니트'],['무지'],브이넥,루즈,,,,,,,,,,
195,1170665,키치,"아우터, 하의, 상의",10,발목,브라운,,팬츠,['우븐'],['무지'],벨보텀,화이트,,티셔츠,,없음,['우븐'],['무지'],보트넥,노멀,,,,,노멀,하프,블랙,화이트,가디건,"['자수', '포켓', '단추']",긴팔,['니트'],['무지'],,루즈,,,,,,,,,,
196,1170666,키치,"아우터, 하의, 상의",10,,브라운,,,,,,화이트,,,,없음,,,,,,,,,,하프,블랙,화이트,가디건,"['자수', '포켓', '단추']",긴팔,['니트'],['무지'],브이넥,루즈,,,,,,,,,,
197,1170667,키치,"아우터, 하의, 상의",10,발목,브라운,,팬츠,['우븐'],['무지'],벨보텀,화이트,,,,없음,,,,,['슬릿'],,,,,하프,블랙,화이트,가디건,"['자수', '포켓', '단추']",긴팔,['니트'],['무지'],브이넥,루즈,,,,,,,,,,
198,1170668,키치,"아우터, 하의, 상의",10,,브라운,,,,,,화이트,,,,없음,,,,,,,,,,하프,블랙,화이트,가디건,"['자수', '포켓', '단추']",긴팔,['니트'],['무지'],브이넥,루즈,,,,,,,,,,
199,1170669,키치,"아우터, 하의, 상의",10,,브라운,,,,,,화이트,,,,없음,,,,,,,,,,하프,블랙,화이트,가디건,"['자수', '포켓', '단추']",긴팔,['니트'],['무지'],브이넥,루즈,,,,,,,,,,
